"Marker Name","Description","In","Out","Duration","Marker Type","Marker Color"
,,"0.86666666666667","0.86666666666667","0","Comment","Green"
,,"1.5","1.5","0","Comment","Green"
,,"2.03333333333333","2.03333333333333","0","Comment","Green"
,,"2.7","2.7","0","Comment","Green"
,,"3.4","3.4","0","Comment","Green"
,,"4.1","4.1","0","Comment","Green"
,,"4.7","4.7","0","Comment","Green"
,,"5.4","5.4","0","Comment","Green"
,,"5.96666666666667","5.96666666666667","0","Comment","Green"
,,"6.56666666666667","6.56666666666667","0","Comment","Green"
,,"7.8","7.8","0","Comment","Green"
,,"8.5","8.5","0","Comment","Green"
,,"9.3","9.3","0","Comment","Green"
,,"9.93333333333333","9.93333333333333","0","Comment","Green"
,,"10.6333333333333","10.6333333333333","0","Comment","Green"
,,"11.2333333333333","11.2333333333333","0","Comment","Green"
,,"12.1666666666667","12.1666666666667","0","Comment","Green"
,,"12.7666666666667","12.7666666666667","0","Comment","Green"
,,"13.3666666666667","13.3666666666667","0","Comment","Green"
,,"14.2333333333333","14.2333333333333","0","Comment","Green"
,,"14.8666666666667","14.8666666666667","0","Comment","Green"
,,"15.7666666666667","15.7666666666667","0","Comment","Green"
,,"16.6","16.6","0","Comment","Green"
,,"17.3333333333333","17.3333333333333","0","Comment","Green"
,,"18.1","18.1","0","Comment","Green"
,,"18.8333333333333","18.8333333333333","0","Comment","Green"
,,"20.1","20.1","0","Comment","Green"
,,"20.8666666666667","20.8666666666667","0","Comment","Green"
,,"21.7","21.7","0","Comment","Green"
,,"22.4333333333333","22.4333333333333","0","Comment","Green"
,,"23.2333333333333","23.2333333333333","0","Comment","Green"
,,"24","24","0","Comment","Green"
,,"24.7333333333333","24.7333333333333","0","Comment","Green"
,,"25.6","25.6","0","Comment","Green"
,,"27.0333333333333","27.0333333333333","0","Comment","Green"
,,"28","28","0","Comment","Green"
,,"28.7666666666667","28.7666666666667","0","Comment","Green"
,,"29.4666666666667","29.4666666666667","0","Comment","Green"
,,"30.1666666666667","30.1666666666667","0","Comment","Green"
,,"31.0666666666667","31.0666666666667","0","Comment","Green"
,,"31.8","31.8","0","Comment","Green"
,,"32.5333333333333","32.5333333333333","0","Comment","Green"
,,"33.4","33.4","0","Comment","Green"
,,"34.2666666666667","34.2666666666667","0","Comment","Green"
,,"35.2666666666667","35.2666666666667","0","Comment","Green"
,,"36.1333333333333","36.1333333333333","0","Comment","Green"
,,"36.9333333333333","36.9333333333333","0","Comment","Green"
,,"37.7","37.7","0","Comment","Green"
,,"38.5","38.5","0","Comment","Green"
,,"39.4333333333333","39.4333333333333","0","Comment","Green"
,,"40.3666666666667","40.3666666666667","0","Comment","Green"
